date,total_public_private_pay,residential_public_private_pay,commercial_public_private_pay,industrial_public_private_pay,institutional_others_public_private_pay,civil_engineering_public_private_pay,total_public_pay,residential_public_pay,commercial_public_pay,industrial_public_pay,institutional_others_public_pay,civil_engineering_public_pay,total_private_pay,residential_private_pay,commercial_private_pay,industrial_private_pay,institutional_others_private_pay,civil_engineering_private_pay,total_public_private_con,residential_public_private_con,commercial_public_private_con,industrial_public_private_con,institutional_others_public_private_con,civil_engineering_public_private_con,total_public_con,residential_public_con,commercial_public_con,industrial_public_con,institutional_others_public_con,civil_engineering_public_con,total_private_con,residential_private_con,commercial_private_con,industrial_private_con,institutional_others_private_con,civil_engineering_private_con,Total,  Manufacturing,  Construction,  Wholesale Trade,  Retail Trade,  Transportation & Storage,  Accommodation,  Food & Beverage Services,  Information & Communications,  Finance & Insurance,  Real Estate,  Professional Services,  Administrative & Support Services,"  Education, Health & Social Services","  Arts, Entertainment, Recreation & Other Services",  Others
1994-01-01,1003.3,485.3,153.4,101.6,133.1,130.1,513.5,290.5,6.9,16.3,84.4,115.5,489.8,194.8,146.5,85.3,48.7,14.6,1043.5,481.8,183.9,55.7,171.1,151,674,376.9,9.9,7.8,129.3,150,369.5,104.9,173.9,47.9,41.8,1,2388,166,208,719,241,154,3,93,64,135,109,209,82,57,132,16
1993-12-01,912.6,411.4,153.2,100.1,124.6,123.3,450.8,233.7,9.4,21,73.7,113,461.8,177.7,143.7,79.1,50.9,10.3,916.3,392.8,123.9,106.3,151.2,142.1,532.6,267.6,0.4,27.5,127.7,109.5,383.7,125.2,123.5,78.8,23.5,32.7,2313,172,229,724,260,120,4,74,72,129,63,174,83,74,125,10
1993-11-01,869.5,399.9,146.6,84.1,115.9,123.1,463.6,260,9.6,11.7,72.8,109.5,406,139.9,137,72.4,43.2,13.6,820.1,455.7,114.9,81.7,127.7,40.1,346,228.1,0.2,8.3,71.9,37.5,474.1,227.6,114.7,73.4,55.8,2.7,2282,147,242,641,281,132,5,109,59,116,87,193,87,47,122,14
1993-10-01,820.5,356.2,142.1,85.4,118.6,118.1,449.8,226,8.6,22.5,81.4,111.2,370.7,130.2,133.5,62.9,37.2,7,965.4,373.3,296.9,195.7,62.9,36.6,564.4,300.6,168,4,59.4,32.4,401,72.7,128.9,191.8,3.5,4.2,2492,205,265,708,290,124,1,96,81,98,109,243,90,51,125,6
1993-09-01,860.1,424.2,148.4,84.2,92.7,110.6,463.5,277.3,9.2,17.8,55.4,103.7,396.7,146.8,139.2,66.4,37.3,6.9,652.4,423.2,10.6,144.5,37.9,36.3,297.7,234.3,0.3,2.1,30,31,354.6,188.9,10.3,142.3,7.9,5.3,2576,208,246,747,316,155,4,110,59,111,108,220,87,56,135,14
1993-08-01,784.6,364.8,143.1,106.8,72.5,97.4,428.1,248.7,15.7,9,61.1,93.6,356.6,116.1,127.5,97.8,11.4,3.7,892.7,300.8,18.5,122.6,34.5,416.3,679.4,210.6,0.4,26.9,26,415.5,213.3,90.2,18.1,95.8,8.5,0.8,2443,228,268,674,282,126,2,123,54,102,104,204,84,53,127,12
1993-07-01,780.1,323.5,159.4,102.7,97.4,97.1,421.8,210,17.3,17.6,85.6,91.2,358.3,113.5,142.1,85.1,11.8,5.9,835.6,437.4,140.3,52.5,91.3,114,360.8,176.4,18,3.8,56.6,106,474.7,261,122.3,48.8,34.6,8,2689,204,269,792,312,125,3,121,91,137,113,214,87,61,155,5
1993-06-01,789,321,163,110.4,78.3,116.5,399.8,204,12.5,7.1,65.2,111,389.3,116.9,150.5,103.3,13,5.5,807.2,494.4,69.4,74,101.8,67.7,404.8,226.1,15.2,1.5,95.4,66.7,402.4,268.3,54.2,72.5,6.4,1,2557,209,257,733,314,133,2,92,71,132,108,224,90,65,119,8
1993-05-01,804.3,338.7,157.3,107,86.9,114.5,432.6,222.7,14.8,16.5,69.9,108.7,371.8,116,142.5,90.5,17,5.8,777.5,254.6,186.7,144.7,167.8,23.7,298.6,158.2,14.8,26.4,76.2,23.1,478.8,96.5,171.9,118.3,91.7,0.6,2691,219,282,752,330,127,5,102,83,119,128,245,90,61,134,14
1993-04-01,758.4,327.3,142.9,102.1,74.8,111.2,411.1,215.6,14.2,13.6,62.5,105.2,347.3,111.7,128.8,88.5,12.3,6,1051.5,345,37.7,132.6,341.7,194.5,796.5,257.1,3.4,13.4,329.5,193,255,87.9,34.3,119.2,12.2,1.5,2765,201,271,802,382,167,0,107,72,107,131,235,95,57,124,14
1993-03-01,787,322.3,158,120.6,70.5,115.5,403.8,204,9.1,22.4,58,110.3,383.1,118.2,148.9,98.2,12.5,5.2,769,342.2,207,101.8,55,63,322.4,139.2,34.3,43.2,44,61.8,446.6,203.1,172.8,58.6,11,1.2,2906,268,308,819,371,168,4,108,88,102,106,249,103,57,146,9
1993-02-01,703.4,283.1,139.8,100.9,66.9,112.8,381.3,200.9,9.2,12.3,51,107.8,322.2,82.2,130.6,88.6,15.8,4.9,1523.4,450.1,38.4,200.9,119,715,1225,368.9,1.2,60.4,80.8,713.8,298.4,81.2,37.2,140.5,38.2,1.2,2656,215,344,756,330,147,3,99,56,86,88,217,97,58,146,14
1993-01-01,685.9,274.7,160.2,97.6,68.3,85.1,324.3,169,11.8,11.1,54.8,77.6,361.6,105.8,148.4,86.5,13.5,7.5,567.2,368.7,19.9,76.6,53.3,48.7,374.1,259.6,9.1,11.3,50.4,43.7,193.1,109.1,10.8,65.2,3,5,1919,164,180,570,215,124,3,58,59,76,80,164,68,45,109,4
1992-12-01,900.4,323.4,152.8,118,90.8,215.3,490.5,192.5,6.1,18.4,74.4,199.1,409.9,130.9,146.8,99.6,16.4,16.2,1265.9,615.8,278.6,203.3,119,49.2,657.1,498,13.7,1,96.4,48.2,608.8,117.8,264.9,202.3,22.6,1.1,2117,146,203,653,228,127,0,89,61,86,87,192,82,44,114,5
1992-11-01,789.7,312.8,178.4,110.5,78.5,109.5,377.3,199.5,10.3,7.9,61.9,97.8,412.4,113.3,168.1,102.6,16.7,11.7,1201.5,371.8,579.4,77.4,59.2,113.7,446.9,289.6,0.4,10.9,33.9,112.1,754.7,82.2,579,66.5,25.3,1.6,2119,174,217,616,277,117,4,101,58,62,69,179,72,41,121,11
1992-10-01,808.8,305.5,180.3,129.7,71.1,122.1,392.5,192.4,11.1,18.2,52.2,118.5,416.3,113.1,169.2,111.5,18.8,3.6,1001.6,492.8,177.7,111.9,112.6,106.6,316.7,101.8,2.3,0.7,108.4,103.4,684.9,390.9,175.4,111.2,4.2,3.2,2444,217,239,773,337,119,1,79,59,82,93,169,95,49,122,10
1992-09-01,742.4,273.6,168.5,115.5,59.5,125.2,345.6,165.1,8,15.5,44.1,112.9,396.8,108.6,160.5,100,15.4,12.3,552.9,352.8,28.7,60.4,52.8,58.1,326.5,215.9,2.3,1.7,50.2,56.5,226.3,136.9,26.5,58.7,2.6,1.6,2315,192,240,662,311,115,1,85,62,77,82,208,87,55,131,7
1992-08-01,722.5,262.7,161.6,113.7,68.7,115.7,335.5,159.6,4.3,17.9,54.3,99.4,387,103.1,157.4,95.8,14.5,16.3,626.3,273.6,81.5,115.2,46.2,109.8,345.2,202.1,0.6,2.1,33.5,106.9,281.1,71.5,80.9,113.1,12.7,2.9,2103,158,225,634,277,112,3,83,70,76,84,151,65,46,110,9
1992-07-01,764.7,262.3,177.1,122.3,69.9,133.1,355.1,154.4,8.4,22.2,49.2,121,409.6,108,168.8,100,20.7,12.1,1180.8,370.8,543.9,137,92,37,456.5,217.9,112.5,13.5,77.5,35.1,724.2,153,431.4,123.5,14.5,1.9,2423,220,238,708,275,134,7,105,70,85,104,195,88,69,115,10
1992-06-01,748.5,244.8,178.7,115.3,76.9,132.8,364,141.3,5.7,30.6,55.2,131.2,384.4,103.5,173,84.7,21.7,1.6,896.8,579.6,61.6,151.5,40.3,63.8,296.2,201.7,10,2.5,29,53,600.6,377.9,51.6,149,11.3,10.8,2192,203,241,624,288,137,1,88,64,68,75,165,83,46,98,11
1992-05-01,675.4,236,167.4,85.2,70.3,116.5,314.4,142.8,8.8,3.3,49.5,110,361,93.2,158.7,81.9,20.8,6.5,760.8,450.4,109.1,153.6,17.3,30.5,439.2,377.1,28.3,4.1,2.8,26.9,321.6,73.3,80.8,149.4,14.5,3.6,2266,190,237,674,287,114,2,96,52,59,88,193,101,44,120,9
1992-04-01,671.2,225.5,152.9,105,67.1,120.8,317.6,132.5,6.2,19.6,46.9,112.4,353.6,92.9,146.7,85.4,20.2,8.4,1902,376.4,1198.2,150.7,85,91.8,394.1,222.4,50.5,2.2,74,44.9,1508,154,1147.6,148.5,10.9,46.9,2298,217,212,671,306,131,2,77,41,59,83,181,122,52,135,9
1992-03-01,704,245.7,164.9,117.4,73.7,102.4,335.2,145.4,9,19.6,61,100.2,368.8,100.4,155.8,97.8,12.7,2.2,930.9,454.1,112.8,217,87.8,59.2,500.7,221.7,1.2,148.3,75.6,53.9,430.3,232.4,111.7,68.7,12.2,5.3,2593,207,268,738,328,152,7,109,67,79,99,217,132,41,146,3
1992-02-01,521.3,139,131.1,88.5,75.8,87,261,90.8,10,13.9,61.9,84.4,260.3,48.1,121.1,74.6,13.9,2.6,791.4,265.5,62.5,68.2,77.5,317.6,626.5,227.4,5.3,2.7,73.6,317.5,164.9,38.1,57.2,65.5,4,0.1,2067,177,257,607,256,126,0,73,47,55,68,145,114,34,104,4
1992-01-01,822.5,275.5,197,127.2,77.6,145.2,380.3,146.3,13.9,24.2,53.8,142.1,442.2,129.2,183.1,102.9,23.8,3.2,1721.3,568.1,242.1,95.6,58.3,757.2,1255.9,428.4,12,6,52.3,757.2,465.4,139.8,230,89.6,6,0,2171,183,217,673,275,123,1,86,54,63,61,156,129,33,111,6
1991-12-01,720.8,210.4,148.9,127.1,68,166.3,356,126,9.6,9.4,49.1,161.9,364.8,84.4,139.3,117.7,18.9,4.4,467.7,223,30.3,92.3,38.7,83.6,210.3,94.8,4.1,1.1,26.8,83.6,257.4,128.2,26.2,91.2,11.9,0,1843,154,174,525,249,95,0,60,47,71,56,144,118,49,93,8
1991-11-01,714.3,229.9,149.4,97.3,130.1,107.5,390.7,135.1,14,26.3,112.8,102.4,323.6,94.8,135.4,71,17.3,5.1,626.5,185.1,108.6,112.3,99.5,121,389.1,121.9,26.8,25.7,93.7,121,237.4,63.2,81.8,86.6,5.8,0,1990,190,205,577,286,111,3,71,46,53,70,137,103,37,98,3
1991-10-01,663.1,222.2,150.6,111.8,77.2,101.4,311.2,137.6,10.2,14.6,53.8,95.1,351.9,84.6,140.4,97.2,23.4,6.3,745.5,281.4,63.3,179.9,84.8,136.1,383.3,165.3,4.1,0,78.4,135.5,362.2,116.1,59.2,179.9,6.4,0.6,2309,185,216,677,310,128,2,105,63,50,83,191,130,46,119,4
1991-09-01,598.3,220.8,102.5,104.9,73.3,96.8,296,127.5,3.2,16.7,55.3,93.3,302.3,93.3,99.3,88.2,18,3.5,1021,350.7,85.4,105.4,62.5,417.1,688.5,145.2,10.4,63.8,52,417.1,332.5,205.5,75,41.6,10.5,0,2091,184,219,633,278,95,3,89,50,53,86,147,104,36,105,9
1991-08-01,632.7,201.1,124.2,101.5,69.1,137,332.5,119.2,6.2,23.5,53.7,130,300.2,81.9,118,78,15.4,7,762.9,281.3,141.5,105.3,113.1,121.8,434.1,182.7,1.9,29.1,100.8,119.7,328.8,98.6,139.6,76.2,12.3,2.1,2239,182,303,651,267,126,1,78,62,63,97,164,88,40,107,10
1991-07-01,558.8,199.4,123,70.9,59.9,105.4,269.6,111.5,9.6,3.4,45.7,99.3,289.2,87.9,113.4,67.5,14.2,6.1,779.4,135.2,237.7,107.8,212.8,86,401.3,99.7,4,7.2,204.5,86,378.1,35.5,233.7,100.6,8.3,0,2487,246,326,700,335,126,2,97,65,59,83,177,111,45,107,8
1991-06-01,503.1,174.3,91,93.6,57.5,86.9,243.8,101.7,1.7,19.2,45.2,76.1,259.3,72.6,89.3,74.4,12.3,10.8,568.5,230.6,133.4,101.8,80.4,22.4,251.1,147,0.1,17.6,64.1,22.4,317.4,83.6,133.3,84.2,16.3,0,2303,202,263,689,277,145,1,76,51,62,90,173,115,31,119,9
1991-05-01,509,180.3,100.7,75.5,56.6,95.9,239.3,104.1,5.7,4.4,41.5,83.6,269.7,76.2,95,71.1,15.1,12.3,536,254.6,118,54,31.7,77.7,221.5,106.2,1,14.3,22.3,77.7,314.5,148.4,117,39.7,9.4,0,2326,217,326,597,291,125,4,74,54,72,93,168,126,45,126,8
1991-04-01,485.2,159.4,75.8,90.8,58,101.2,237.7,82.9,8.9,16.2,43.7,86,247.5,76.5,66.9,74.6,14.3,15.2,609.3,256.2,202.6,84.1,38.8,27.6,207.5,150.9,4.8,1.3,25.8,24.8,401.8,105.3,197.8,82.8,13,2.8,2389,234,341,659,269,142,1,88,56,59,90,177,114,41,112,6
1991-03-01,462.7,153.7,74.2,81.9,56,96.9,235.4,84.2,2,19.7,44.9,84.6,227.3,69.5,72.2,62.2,11.1,12.3,620.9,124.6,252.8,82.3,95.4,65.7,212.6,49,0.7,14.1,89.5,59.2,408.3,75.6,252.1,68.2,5.9,6.5,2187,207,276,605,258,149,1,79,64,48,83,164,85,31,126,11
1991-02-01,399.8,126.1,76.3,62.7,51.3,83.5,200.6,68.1,5.5,10.3,41.1,75.7,199.2,58,70.8,52.4,10.2,7.8,488.4,154.9,150.2,97.2,17.8,68.3,207.1,117.2,0.2,13,9,67.7,281.3,37.7,150,84.2,8.8,0.6,1548,147,220,454,162,92,0,39,33,37,57,122,82,21,78,4
1991-01-01,572.2,199.2,88.6,121.7,60.8,102,268.4,99.1,7.2,22.8,48.6,90.6,303.8,100.1,81.4,98.9,12.2,11.4,647.4,207.5,250.4,98.4,42.1,48.9,247.5,158.1,1.4,9.2,32.1,46.7,399.9,49.4,249,89.2,10,2.2,2045,190,250,596,224,105,0,73,52,41,69,185,92,48,113,7
1990-12-01,492.9,158.8,79.2,81.7,48.9,124.4,271.4,86.3,8.6,20.3,41.1,115.1,221.5,72.5,70.6,61.4,7.8,9.3,603.4,342,49.2,105.2,26.1,81.2,350,243.1,1.1,4.9,23.1,78,253.4,98.9,48.1,100.3,3,3.2,1486,148,141,445,170,82,3,56,35,53,59,108,70,30,83,3
1990-11-01,491.6,153.4,75.4,92.6,57.8,112.4,256.4,76,7.9,18.6,47.5,106.4,235.2,77.4,67.5,74,10.3,6,785.5,377,221.1,72.8,88.6,26.2,241.6,163,0.2,1.5,50.9,26.1,543.9,214,220.9,71.3,37.7,0.1,1899,196,187,547,258,96,2,62,42,61,71,136,94,35,103,9
1990-10-01,445,156.8,72.8,82,51.6,81.9,219.3,78.9,6.9,19.7,40.7,73.2,225.7,77.9,65.9,62.3,10.9,8.7,667.9,114,167.2,99.5,255.2,32.1,266.6,45,0.2,11.2,178.7,31.6,401.3,69,167,88.3,76.5,0.5,2136,195,216,612,350,123,0,86,50,69,55,155,84,32,100,9
1990-09-01,409.4,142.5,62.2,70.5,47.4,86.9,217.4,71.2,7.1,19.7,36.7,82.7,192,71.3,55.1,50.8,10.7,4.2,335.1,121.4,40.6,40.4,72.5,60.3,236.1,84.5,11,17,63.4,60.3,99,36.9,29.6,23.4,9.1,0,1882,193,193,553,252,89,1,44,55,74,57,145,85,25,112,4
1990-08-01,418.2,142.3,82.4,72.1,54.8,66.7,205,67.7,12.7,22.6,41.8,60.2,213.2,74.6,69.7,49.5,13,6.5,1062,208.5,380.3,127.4,267.2,78.6,511.1,166.3,5.5,34.5,236.9,67.9,550.9,42.2,374.8,92.9,30.3,10.7,2255,206,220,676,326,147,2,66,49,52,84,148,110,36,122,11
1990-07-01,387,142.1,64.1,73.3,48,59.5,191.5,69.5,5.7,19.1,39.6,57.7,195.5,72.6,58.4,54.2,8.4,1.8,753,301.1,253.7,119,10.2,69,313.4,188.2,1,47.8,7.7,68.7,439.6,112.9,252.7,71.2,2.5,0.3,2053,181,218,586,298,117,0,74,54,81,60,139,116,34,92,3
1990-06-01,375.8,132.1,66.1,61,54.9,61.7,195.8,69.9,5.8,17.2,45.1,57.9,180,62.2,60.3,43.8,9.8,3.8,628.9,111.3,261.4,72.5,43.5,140.3,299.6,78,85.8,1.9,7.5,126.4,329.3,33.3,175.6,70.6,36,13.9,2065,191,205,584,313,121,3,78,37,88,78,124,85,49,102,7
1990-05-01,437.8,125.4,70.7,118,56.1,67.6,194.4,58.9,5.9,15.7,47.2,66.8,243.4,66.5,64.8,102.3,8.9,0.8,584.1,247.4,95.1,125.6,77.8,38.2,200.6,126.1,2.4,0,34.9,37.2,383.5,121.3,92.7,125.6,42.9,1,2276,237,233,630,325,109,2,84,47,73,86,170,97,41,134,8
1990-04-01,351.8,133.2,53.6,64.6,40.6,59.8,183.5,71.3,5,15,33.7,58.5,168.3,61.9,48.6,49.6,6.9,1.3,743.5,265.2,127.9,65.5,101.4,183.6,355.7,96.9,4.2,37.8,33.3,183.5,387.8,168.3,123.7,27.7,68.1,0.1,1958,175,202,627,264,104,1,67,39,70,62,132,65,32,116,2
1990-03-01,389.8,140.2,54,51.1,51.8,92.9,211.8,77.5,5.1,9.7,45,74.6,178,62.7,48.9,41.4,6.8,18.3,399.2,219.1,28,42,64.5,45.6,234,125.5,2.6,0.8,59.5,45.6,165.2,93.6,25.4,41.2,5,0,2375,248,239,668,325,126,1,83,61,82,76,166,121,40,134,5
1990-02-01,311.7,106.7,40.2,62.4,33.4,69,176.8,59.1,4.1,16.9,28.8,68,134.9,47.6,36.1,45.5,4.6,1,1133.3,195.6,394.7,111.1,59,373,573.2,97.6,3.5,79.1,47.9,345.2,560.1,98,391.2,32,11.1,27.8,1997,212,216,548,261,112,2,74,49,57,69,143,113,37,101,3
1990-01-01,405.8,140.1,67.2,61.9,53,83.8,193.1,65.5,5.5,6,45.2,71,212.7,74.6,61.7,55.9,7.8,12.8,338.5,192.9,31,23.3,23.6,67.6,115,40.3,2.2,1.1,8.6,62.8,223.5,152.6,28.8,22.2,15,4.8,1719,168,147,536,207,119,4,52,24,51,66,124,89,34,93,5
1989-12-01,413,132.6,43.1,46.4,65,126.1,249.3,71.9,4.8,9.6,55.4,107.6,163.7,60.7,38.3,36.8,9.6,18.5,531.5,117.3,83.6,67.5,19.1,244,392.9,94.9,0.2,46.8,6.9,244,138.6,22.4,83.4,20.7,12.2,0,,,,,,,,,,,,,,,,
1989-11-01,364.4,132.6,47.8,39.2,63.1,81.6,199.8,72.3,4.3,6.1,56.1,61,164.6,60.3,43.5,33.1,7,20.6,397.7,194.1,71.1,50.8,33.1,48.6,225.4,143.2,0.2,4.8,28.5,48.6,172.3,50.9,70.9,46,4.6,0,,,,,,,,,,,,,,,,
1989-10-01,405.6,133.7,62.6,59,58.4,91.9,208.8,71.9,3.4,10.4,50.8,72.3,196.8,61.8,59.2,48.6,7.6,19.6,635.3,185.2,20.2,57.1,80.2,292.8,390.3,22,1.9,5.7,76.9,283.9,245,163.2,18.3,51.4,3.3,8.9,,,,,,,,,,,,,,,,
1989-09-01,401.7,126.9,49.5,74,57.8,93.4,212.7,64.7,4.9,5,50.7,87.3,189,62.2,44.6,69,7.1,6.1,565.5,147.7,199.2,44.2,147.1,27.3,139.9,59.3,0.2,2.6,50.7,27.2,425.6,88.4,199,41.6,96.4,0.1,,,,,,,,,,,,,,,,
1989-08-01,368.5,132.9,38.3,45.2,51.7,100.5,213,71.6,3,7.2,45.7,85.6,155.5,61.3,35.3,38,6,14.9,424.9,138.1,110.4,80.9,52.4,43,186.6,85.3,8.1,3.5,46.7,43,238.3,52.8,102.3,77.4,5.7,0,,,,,,,,,,,,,,,,
1989-07-01,346.2,126.9,36.5,57.6,57.2,68.1,178.7,62.9,2.3,4.6,50,59,167.5,64,34.2,53,7.2,9.1,337.8,131,63.9,88.2,19.2,35.5,160.7,82.2,28.1,14,14.4,22,177.1,48.8,35.8,74.2,4.8,13.5,,,,,,,,,,,,,,,,
1989-06-01,370.3,120,44.9,51.8,46.8,106.9,178.8,66.8,2.4,8.1,41.1,60.5,191.5,53.2,42.5,43.7,5.7,46.4,429.4,184.7,44.2,40.3,120.7,39.5,225.1,59.7,1.5,18,113.7,32.3,204.3,125,42.7,22.3,7,7.2,,,,,,,,,,,,,,,,
1989-05-01,319.6,125.7,36.1,49.5,45.5,62.8,158.4,58.9,2.5,4.2,39.1,53.7,161.2,66.8,33.6,45.3,6.4,9.1,481.7,124.4,82.3,180,28.5,66.7,244.1,91.3,2.5,58.7,25,66.7,237.6,33.1,79.8,121.3,3.5,0,,,,,,,,,,,,,,,,
1989-04-01,329.1,125.8,41.8,42.3,48.3,70.9,177.4,68.8,2.2,5.6,43.8,57,151.7,57,39.6,36.7,4.5,13.9,453.8,143.8,124.9,52.9,57.5,74.6,203.9,73.7,13.5,4.3,39.3,73,249.9,70.1,111.4,48.6,18.2,1.6,,,,,,,,,,,,,,,,
1989-03-01,356.6,131,44.4,37.6,49.2,94.5,189.6,67.1,2.8,6,42.6,71.1,167,63.9,41.6,31.6,6.6,23.4,696.1,175.4,161,31.6,33.7,294.4,428.4,100.3,1.9,0.2,31.6,294.4,267.7,75.1,159.1,31.4,2.1,0,,,,,,,,,,,,,,,,
1989-02-01,304.4,93.9,44.8,40.8,42.8,82.2,167.9,52.5,2.4,4.3,39.4,69.3,136.5,41.4,42.4,36.5,3.4,12.9,286.2,112.5,70.2,48.4,41.1,14,116.5,65.9,0.8,5.9,29.9,14,169.7,46.6,69.4,42.5,11.2,0,,,,,,,,,,,,,,,,
1989-01-01,335.1,135.3,26.4,44.9,47.7,80.7,192.7,68.4,3.6,5.4,39.6,75.7,142.4,66.9,22.8,39.5,8.1,5,260.7,82.9,78.1,9.2,66.8,23.7,96.9,17.3,5.4,0,54,20.3,163.8,65.6,72.7,9.2,12.8,3.4,,,,,,,,,,,,,,,,
1988-12-01,334.7,124.9,23,46.6,49.8,90.3,207,71.3,2.2,5.5,44.1,83.9,127.7,53.6,20.8,41.1,5.7,6.4,302.9,146.9,28.8,46.9,48,32.3,160,66.1,7.2,9.8,44.6,32.3,142.9,80.8,21.6,37.1,3.4,0,,,,,,,,,,,,,,,,
1988-11-01,330.6,118.6,20.5,49.2,50.3,92.1,204.8,65.7,3.3,4.1,43.7,88,125.8,52.9,17.2,45.1,6.6,4.1,257.3,92.5,48.9,12.3,31.8,72,150.1,44.4,1.3,1,31.6,72,107.2,48.1,47.6,11.3,0.2,0,,,,,,,,,,,,,,,,
1988-10-01,322.9,126.8,19.3,52.4,43.1,81.4,194.5,75.5,2.2,4.1,36.1,76.6,128.4,51.3,17.1,48.3,7,4.8,228.9,112.2,32.9,32.1,38.3,13.6,114.4,53.4,11.6,4.2,31.7,13.6,114.5,58.8,21.3,27.9,6.6,0,,,,,,,,,,,,,,,,
1988-09-01,343.6,114.7,18.4,61,49.3,100.4,213.2,68,2,4.3,42.4,96.6,130.4,46.7,16.4,56.7,6.9,3.8,272.2,110.9,12.5,78.6,49.7,20.5,130.2,69.6,1.3,12.6,26.2,20.5,142,41.3,11.2,66,23.5,0,,,,,,,,,,,,,,,,
1988-08-01,319.1,120.3,13.4,47,35.1,103.3,206.9,75.6,3.1,3.8,30.4,94,112.2,44.7,10.3,43.2,4.7,9.3,210.1,67.2,9.4,38.6,55.3,39.8,93.5,7,0.1,1,45.6,39.8,116.6,60.2,9.3,37.6,9.7,0,,,,,,,,,,,,,,,,
1988-07-01,335.9,117.1,12.1,53.9,41.2,111.5,218,73.3,4.1,4.6,34.3,101.6,117.9,43.8,8,49.3,6.9,9.9,265.7,88.5,12.7,26.8,72.8,65,188,49.8,5,0.2,69,64,77.7,38.7,7.7,26.6,3.8,1,,,,,,,,,,,,,,,,
1988-06-01,331.4,118.5,15.2,52.2,38.8,106.7,226.4,80.9,4.3,3.7,32.4,105.2,105,37.6,10.9,48.5,6.4,1.5,208,104,12.1,22.8,29.3,39.7,124.9,61,0.6,3.9,23.9,35.5,83.1,43,11.5,18.9,5.4,4.2,,,,,,,,,,,,,,,,
1988-05-01,302.8,118,17.1,36,32.3,99.4,212.1,78.3,4.2,2.4,27.9,99.3,90.7,39.7,12.9,33.6,4.4,0.1,284.6,113.5,15.6,44,43,68.7,162.3,44.9,2.3,12,34.5,68.7,122.3,68.6,13.3,32,8.5,0,,,,,,,,,,,,,,,,
1988-04-01,334.7,120.6,22.2,36,37.4,118.4,233.1,80,6,4.1,32.4,110.6,101.6,40.6,16.2,31.9,5,7.8,418.8,151.2,15.1,34.8,36.7,181.1,150.2,64.1,0.3,2.7,28.1,55.1,268.6,87.1,14.8,32.1,8.6,126,,,,,,,,,,,,,,,,
1988-03-01,312.7,110.4,17.3,28.8,59.9,96.3,232.3,76.5,5.8,3.4,54.8,91.8,80.4,33.9,11.5,25.4,5.1,4.5,325.6,238.3,23.3,15.4,12.1,36.5,195.6,152,1,2,8.2,32.4,130,86.3,22.3,13.4,3.9,4.1,,,,,,,,,,,,,,,,
1988-02-01,304,98.9,11.3,44,38.6,111.2,214.8,66.8,1.9,1.7,33.5,110.9,89.2,32.1,9.4,42.3,5.1,0.3,313.7,174.5,35.5,22.5,17.4,63.8,198,103.2,0.5,13.9,16.7,63.7,115.7,71.3,35,8.6,0.7,0.1,,,,,,,,,,,,,,,,
1988-01-01,369.7,120.4,26,27.5,50,145.8,287.5,83.9,11,3.8,44.6,144.2,82.2,36.5,15,23.7,5.4,1.6,302.9,186.3,9.4,36.2,23.1,47.9,136.9,57.5,2.1,9,21.6,46.7,166,128.8,7.3,27.2,1.5,1.2,,,,,,,,,,,,,,,,
1987-12-01,340.5,113.8,18.3,31.4,46.1,130.9,258.9,82.6,4.1,2.6,40.5,129.1,81.6,31.2,14.2,28.8,5.6,1.8,346.5,146.3,5.3,71.8,79.5,43.4,163.4,45.9,0.4,2.2,73.2,41.6,183.1,100.4,4.9,69.6,6.3,1.8,,,,,,,,,,,,,,,,
1987-11-01,389.3,123.3,22.5,33.2,43.3,167,302.4,89.4,7.4,1.3,37.6,166.7,86.9,33.9,15.1,31.9,5.7,0.3,634.6,142.4,14.2,45.5,97.3,335.1,501.9,80.9,0.6,1.2,85.2,334,132.7,61.5,13.6,44.3,12.1,1.1,,,,,,,,,,,,,,,,
1987-10-01,366.1,130.1,22.2,28.3,43.5,142,277.1,90.8,6.4,2.3,38,139.6,89,39.3,15.8,26,5.5,2.4,297,104.1,6.5,31.6,35.2,119.5,222.4,67.8,1.5,2.5,31.2,119.5,74.6,36.3,5,29.1,4,0,,,,,,,,,,,,,,,,
1987-09-01,384.6,133.9,25,26.8,47.6,151.3,304.8,98.6,10.5,3,41.8,150.9,79.8,35.3,14.5,23.8,5.8,0.4,342.3,169.4,8.6,47.5,53.4,63.3,216.3,109.7,2.2,0,41.5,62.8,126,59.7,6.4,47.5,11.9,0.5,,,,,,,,,,,,,,,,
1987-08-01,388.9,122.7,29.7,28.1,42.5,165.8,307.4,91.1,13.2,2.4,35.4,165.3,81.5,31.6,16.5,25.7,7.1,0.5,281.7,125,18.1,88.8,17.3,32.4,130.9,82.3,1.6,2.8,13.4,30.7,150.8,42.7,16.5,86,3.9,1.7,,,,,,,,,,,,,,,,
1987-07-01,433.6,126.2,31.8,29.6,44.5,201.5,343.9,94.3,10.3,1.6,37.1,200.5,89.7,31.9,21.5,28,7.4,1,361.1,175.8,6.1,35.3,69.8,74,265.4,114.1,0.9,10.7,65.8,73.8,95.7,61.7,5.2,24.6,4,0.2,,,,,,,,,,,,,,,,
1987-06-01,379.2,117.6,26.8,17.8,46.7,170.1,314.4,89.7,12,1.8,42.2,168.6,64.8,27.9,14.8,16,4.5,1.5,243.5,115.5,7.5,58.8,16.8,44.9,155.3,93.9,0.8,1.1,15,44.5,88.2,21.6,6.7,57.7,1.8,0.4,,,,,,,,,,,,,,,,
